oeisID	n	distinct	distinct average appearances	maximum bit length	minimum	less-than-maximum total	most common	most common appearances	bridges
A000682	33	4	3.0	6	22	12	63	4	1
A000682	33	1	3.0	4	15	3	15	3	0
A000682	34	2347	1.5577332765232212	58	22	3656	16383	4	27
A000682	34	4847	1.617907984320198	56	15	7842	252	5	26
A000682	34	10070	1.61519364448858	54	22	16265	668	5	25
A000682	34	20435	1.6246146317592367	52	15	33199	2780	6	24
A000682	34	40983	1.6508064319351927	50	22	67655	972	6	23
A000682	34	80096	1.6541774870155812	48	15	132493	4044	7	22
A000682	34	153557	1.686051433669582	46	22	258905	10700	7	21
A000682	34	280930	1.7075321254405011	44	15	479697	44492	8	20
A000682	34	495840	1.7496934494998386	42	22	867568	15564	8	19
A000682	34	805983	1.805495897556152	40	15	1455199	64716	9	18
A000682	34	1238978	1.8655125434027078	38	22	2311329	171212	9	17
A000682	34	1757432	1.92945786807114	36	15	3390891	711884	10	16
A000682	34	2279954	2.008962022918006	34	22	4580341	249036	10	15
A000682	34	2546032	2.151194093397098	32	15	5477009	1035468	11	14
A000682	34	2213989	2.433314709332341	30	22	5387332	2739404	11	13
A000682	34	1243553	3.1135118487109112	28	15	3871817	11390156	12	12
A000682	34	406417	4.387491172859403	26	22	1783151	3984588	12	11
A000682	34	115907	4.792359391581181	24	15	555468	16567500	13	10
A000682	34	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	34	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	34	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	34	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	34	286	4.384615384615385	14	22	1254	15564	8	5
A000682	34	90	4.355555555555555	12	15	392	4044	7	4
A000682	34	32	3.90625	10	22	125	972	6	3
A000682	34	10	4.0	8	15	40	252	5	2
A000682	34	4	3.0	6	22	12	63	4	1
A000682	34	1	3.0	4	15	3	15	3	0
A000682	35	5130	1.6103313840155946	58	22	8261	175069	5	27
A000682	35	10553	1.6178337913389558	56	15	17073	252	5	26
A000682	35	21860	1.6158737419945106	54	22	35323	972	6	25
A000682	35	43543	1.6512642675056841	52	15	71901	2780	6	24
A000682	35	87249	1.6423683939070934	50	22	143295	10700	7	23
A000682	35	166878	1.6827982118673521	48	15	280822	4044	7	22
A000682	35	316678	1.6873764517901464	46	22	534355	15564	8	21
A000682	35	563674	1.736595975688075	44	15	978874	44492	8	20
A000682	35	968216	1.769505978004908	42	22	1713264	171212	9	19
A000682	35	1528776	1.835020957942825	40	15	2805336	64716	9	18
A000682	35	2287668	1.8882001234444858	38	22	4319575	249036	10	17
A000682	35	3162486	1.952045953721218	36	15	6173318	711884	10	16
A000682	35	3921211	2.0505632061115815	34	22	8040691	2739404	11	15
A000682	35	4066968	2.225970796917999	32	15	9052952	1035468	11	14
A000682	35	3077718	2.6235782485594847	30	22	8074634	3984588	12	13
A000682	35	1393068	3.5518567650681803	28	15	4947978	11390156	12	12
A000682	35	406418	4.714417176404589	26	22	1916024	43830476	13	11
A000682	35	115907	4.792368019187797	24	15	555469	16567500	13	10
A000682	35	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	35	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	35	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	35	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	35	286	4.384615384615385	14	22	1254	15564	8	5
A000682	35	90	4.355555555555555	12	15	392	4044	7	4
A000682	35	32	3.90625	10	22	125	972	6	3
A000682	35	10	4.0	8	15	40	252	5	2
A000682	35	4	3.0	6	22	12	63	4	1
A000682	35	1	3.0	4	15	3	15	3	0
A000682	36	11145	1.6099596231493944	58	22	17943	175069	5	27
A000682	36	22896	1.61722571628232	56	15	37028	2780	6	26
A000682	36	46546	1.6419026339535083	54	22	76424	972	6	25
A000682	36	92756	1.6417698046487559	52	15	152284	4044	7	24
A000682	36	182076	1.669533601353281	50	22	303982	10700	7	23
A000682	36	345333	1.682616489012055	48	15	581063	44492	8	22
A000682	36	639642	1.7130472983325047	46	22	1095737	15564	8	21
A000682	36	1111477	1.7532508544936152	44	15	1948698	64716	9	20
A000682	36	1846568	1.8003891543663704	42	22	3324541	171212	9	19
A000682	36	2841020	1.8589819853432923	40	15	5281405	711884	10	18
A000682	36	4127242	1.912325228324387	38	22	7892629	249036	10	17
A000682	36	5485678	1.9870061640511893	36	15	10900076	1035468	11	16
A000682	36	6413539	2.1029617189511125	34	22	13487427	2739404	11	15
A000682	36	6009119	2.342566356232919	32	15	14076760	11390156	12	14
A000682	36	3865629	2.8685887859388473	30	22	11088900	3984588	12	13
A000682	36	1436365	4.036256104820153	28	15	5797537	16567500	13	12
A000682	36	406418	4.818433238685294	26	22	1958298	43830476	13	11
A000682	36	115907	4.792368019187797	24	15	555469	16567500	13	10
A000682	36	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	36	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	36	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	36	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	36	286	4.384615384615385	14	22	1254	15564	8	5
A000682	36	90	4.355555555555555	12	15	392	4044	7	4
A000682	36	32	3.90625	10	22	125	972	6	3
A000682	36	10	4.0	8	15	40	252	5	2
A000682	36	4	3.0	6	22	12	63	4	1
A000682	36	1	3.0	4	15	3	15	3	0
A000682	37	24321	1.6098022285267874	58	22	39152	2795997	6	27
A000682	37	49106	1.6427727772573617	56	15	80670	2780	6	26
A000682	37	99909	1.6323454343452541	54	22	163086	10700	7	25
A000682	37	195397	1.667881287839629	52	15	325899	4044	7	24
A000682	37	381127	1.6681237487766545	50	22	635767	15564	8	23
A000682	37	707942	1.7057230677089366	48	15	1207553	44492	8	22
A000682	37	1285814	1.7263095595474929	46	22	2219713	171212	9	21
A000682	37	2173000	1.7793170731707317	44	15	3866456	64716	9	20
A000682	37	3508524	1.8254186090789175	42	22	6404525	249036	10	19
A000682	37	5292602	1.8777297064846366	40	15	9938076	711884	10	18
A000682	37	7482062	1.935772117365507	38	22	14483567	2739404	11	17
A000682	37	9580429	2.0176596476003317	36	15	19330045	1035468	11	16
A000682	37	10469002	2.1723383948154753	34	22	22742215	3984588	12	15
A000682	37	8741927	2.4827434500425363	32	15	21703962	11390156	12	14
A000682	37	4608679	3.2332063048869317	30	22	14900810	43830476	13	13
A000682	37	1439437	4.512567760867617	28	15	6495557	16567500	13	12
A000682	37	406418	4.825989498496622	26	22	1961369	63753420	14	11
A000682	37	115907	4.792368019187797	24	15	555469	16567500	13	10
A000682	37	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	37	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	37	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	37	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	37	286	4.384615384615385	14	22	1254	15564	8	5
A000682	37	90	4.355555555555555	12	15	392	4044	7	4
A000682	37	32	3.90625	10	22	125	972	6	3
A000682	37	10	4.0	8	15	40	252	5	2
A000682	37	4	3.0	6	22	12	63	4	1
A000682	37	1	3.0	4	15	3	15	3	0
A000682	38	52109	1.634899921318774	58	22	85193	2795997	6	27
A000682	38	105416	1.6323423389238825	56	15	172075	4044	7	26
A000682	38	210595	1.6574894940525653	54	22	349059	10700	7	25
A000682	38	409784	1.66545545946157	52	15	682477	44492	8	24
A000682	38	784416	1.6890603965242932	50	22	1324926	15564	8	23
A000682	38	1432247	1.7167353117164847	48	15	2458789	64716	9	22
A000682	38	2532936	1.7502483284220367	46	22	4433267	171212	9	21
A000682	38	4166576	1.802945392091732	44	15	7512109	711884	10	20
A000682	38	6549908	1.8478621379109448	42	22	12103327	249036	10	19
A000682	38	9630981	1.9014762878257159	40	15	18313082	1035468	11	18
A000682	38	13156464	1.961773619416281	38	22	25810004	2739404	11	17
A000682	38	15951059	2.0691237490877565	36	15	33004715	11390156	12	16
A000682	38	16003046	2.2599833806639062	34	22	36166618	3984588	12	15
A000682	38	11543299	2.689990617067097	32	15	31051366	16567500	13	14
A000682	38	5005157	3.644242528256356	30	22	18240006	43830476	13	13
A000682	38	1439437	4.760772440891821	28	15	6852832	182242508	14	12
A000682	38	406418	4.825989498496622	26	22	1961369	63753420	14	11
A000682	38	115907	4.792368019187797	24	15	555469	16567500	13	10
A000682	38	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	38	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	38	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	38	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	38	286	4.384615384615385	14	22	1254	15564	8	5
A000682	38	90	4.355555555555555	12	15	392	4044	7	4
A000682	38	32	3.90625	10	22	125	972	6	3
A000682	38	10	4.0	8	15	40	252	5	2
A000682	38	4	3.0	6	22	12	63	4	1
A000682	38	1	3.0	4	15	3	15	3	0
